Func_id,Func_name,MMB1,MMB2,MSB1,MSB2,Sum
COG0421,Spermidine synthase,1,4,28,5,38
COG0422,Thiamine biosynthesis protein ThiC,0,5,15,1,21
COG0423,Glycyl-tRNA synthetase (class II),6,2,16,19,43
COG0424,Nucleotide-binding protein implicated in inhibition of septum formation,0,4,15,2,21
COG0425,"Predicted redox protein, regulator of disulfide bond formation",0,2,0,1,3
COG0426,Uncharacterized flavoproteins,0,1,0,1,2
COG0427,Acetyl-CoA hydrolase,0,4,23,4,31
COG0428,Predicted divalent heavy-metal cations transporter,0,0,11,2,13
COG0429,Predicted hydrolase of the alpha/beta-hydrolase fold,0,1,0,0,1
COG0430,RNA 3'-terminal phosphate cyclase,0,0,0,0,0
COG0431,Predicted flavoprotein,0,4,46,5,55
COG0432,Uncharacterized conserved protein,0,4,1,7,12
COG0433,Predicted ATPase,1,3,22,3,29
COG0434,Predicted TIM-barrel enzyme,0,2,0,2,4
COG0435,Predicted glutathione S-transferase,0,1,9,5,15
COG0436,Aspartate/tyrosine/aromatic aminotransferase,5,14,102,29,150
COG0437,Fe-S-cluster-containing hydrogenase components 1,4,7,1,8,20
COG0438,Glycosyltransferase,9,18,101,61,189
COG0439,Biotin carboxylase,2,1,21,5,29
COG0440,"Acetolactate synthase, small (regulatory) subunit",1,1,15,3,20
COG0441,Threonyl-tRNA synthetase,2,7,39,8,56
COG0442,Prolyl-tRNA synthetase,1,6,18,12,37
COG0443,Molecular chaperone,1,17,25,40,83
COG0444,"ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component",0,6,72,17,95
COG0445,NAD/FAD-utilizing enzyme apparently involved in cell division,1,4,0,5,10
COG0446,Uncharacterized NAD(FAD)-dependent dehydrogenases,0,3,12,1,16
COG0447,Dihydroxynaphthoic acid synthase,0,0,20,1,21
COG0448,ADP-glucose pyrophosphorylase,2,2,1,9,14
COG0449,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",2,6,24,19,51
COG0450,Peroxiredoxin,3,8,3,8,22
COG0451,Nucleoside-diphosphate-sugar epimerases,2,31,63,36,132
COG0452,Phosphopantothenoylcysteine synthetase/decarboxylase,0,9,14,11,34
COG0454,Histone acetyltransferase HPA2 and related acetyltransferases,0,0,0,0,0
COG0455,ATPases involved in chromosome partitioning,0,2,22,4,28
COG0456,Acetyltransferases,1,5,83,6,95
COG0457,FOG: TPR repeat,0,1,0,1,2
COG0458,Carbamoylphosphate synthase large subunit (split gene in MJ),0,6,51,27,84
COG0459,Chaperonin GroEL (HSP60 family),5,12,41,26,84
COG0460,Homoserine dehydrogenase,0,6,15,5,26
COG0461,Orotate phosphoribosyltransferase,0,2,14,6,22
COG0462,Phosphoribosylpyrophosphate synthetase,6,9,20,11,46
COG0463,Glycosyltransferases involved in cell wall biogenesis,5,13,52,35,105
COG0464,ATPases of the AAA+ class,0,5,5,7,17
COG0465,ATP-dependent Zn proteases,2,13,31,18,64
COG0466,"ATP-dependent Lon protease, bacterial type",5,23,1,19,48
COG0467,RecA-superfamily ATPases implicated in signal transduction,2,4,1,9,16
COG0468,RecA/RadA recombinase,0,3,18,10,31
COG0469,Pyruvate kinase,0,13,30,10,53
COG0470,ATPase involved in DNA replication,0,0,0,0,0
COG0471,Di- and tricarboxylate transporters,1,0,0,2,3
COG0472,UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase,1,5,30,6,42
COG0473,Isocitrate/isopropylmalate dehydrogenase,2,8,39,17,66
COG0474,Cation transport ATPase,10,20,0,19,49
COG0475,"Kef-type K+ transport systems, membrane components",0,5,0,5,10
COG0476,Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2,0,2,29,26,57
COG0477,Permeases of the major facilitator superfamily,0,0,0,0,0
COG0478,RIO-like serine/threonine protein kinase fused to N-terminal HTH domain,0,0,0,2,2
COG0479,"Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit",4,2,15,11,32
COG0480,Translation elongation factors (GTPases),4,7,36,20,67
COG0481,Membrane GTPase LepA,4,5,27,12,48
COG0482,"Predicted tRNA(5-methylaminomethyl-2-thiouridylate) methyltransferase, contains the PP-loop ATPase domain",1,2,12,6,21
COG0483,"Archaeal fructose-1,6-bisphosphatase and related enzymes of inositol monophosphatase family",1,4,43,15,63
COG0484,DnaJ-class molecular chaperone with C-terminal Zn finger domain,2,9,63,33,107
COG0486,Predicted GTPase,3,7,1,10,21
COG0488,ATPase components of ABC transporters with duplicated ATPase domains,9,13,137,23,182
COG0489,ATPases involved in chromosome partitioning,2,4,13,11,30
COG0490,"Putative regulatory, ligand-binding protein related to C-terminal domains of K+ channels",0,4,0,0,4
COG0491,"Zn-dependent hydrolases, including glyoxylases",2,2,89,27,120
COG0492,Thioredoxin reductase,0,11,38,33,82
COG0493,NADPH-dependent glutamate synthase beta chain and related oxidoreductases,0,5,39,8,52
COG0494,NTP pyrophosphohydrolases including oxidative damage repair enzymes,1,0,23,5,29
COG0495,Leucyl-tRNA synthetase,7,12,26,19,64
COG0496,Predicted acid phosphatase,1,2,0,1,4
COG0497,ATPase involved in DNA repair,1,3,21,5,30
COG0498,Threonine synthase,0,4,24,19,47
COG0499,S-adenosylhomocysteine hydrolase,6,6,3,14,29
COG0500,SAM-dependent methyltransferases,0,0,0,0,0
COG0501,Zn-dependent protease with chaperone function,0,5,31,8,44
COG0502,Biotin synthase and related enzymes,0,1,11,4,16
COG0503,Adenine/guanine phosphoribosyltransferases and related PRPP-binding proteins,0,2,4,4,10
COG0504,CTP synthase (UTP-ammonia lyase),1,14,18,16,49
COG0505,Carbamoylphosphate synthase small subunit,0,5,24,17,46
COG0506,Proline dehydrogenase,0,3,5,5,13
COG0507,"ATP-dependent exoDNAse (exonuclease V), alpha subunit - helicase superfamily I member",3,9,8,2,22
COG0508,"Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component, and related enzymes",7,12,87,24,130
COG0509,Glycine cleavage system H protein (lipoate-binding),0,3,8,4,15
COG0510,Predicted choline kinase involved in LPS biosynthesis,0,0,0,2,2
COG0511,Biotin carboxyl carrier protein,0,1,8,2,11
COG0512,Anthranilate/para-aminobenzoate synthases component II,0,3,16,3,22
COG0513,Superfamily II DNA and RNA helicases,8,11,58,11,88
COG0514,Superfamily II DNA helicase,1,6,21,12,40
COG0515,Serine/threonine protein kinase,21,44,58,79,202
COG0516,IMP dehydrogenase/GMP reductase,0,5,33,8,46
COG0517,FOG: CBS domain,0,2,2,8,12
COG0518,GMP synthase - Glutamine amidotransferase domain,3,3,19,11,36
COG0519,"GMP synthase, PP-ATPase domain/subunit",1,2,32,7,42
COG0520,Selenocysteine lyase,1,19,21,39,80
COG0521,Molybdopterin biosynthesis enzymes,0,1,15,7,23
COG0522,Ribosomal protein S4 and related proteins,3,2,15,7,27
COG0523,Putative GTPases (G3E family),0,8,28,11,47
COG0524,"Sugar kinases, ribokinase family",0,9,65,8,82
COG0525,Valyl-tRNA synthetase,7,10,32,25,74
COG0526,Thiol-disulfide isomerase and thioredoxins,1,5,31,7,44
COG0527,Aspartokinases,2,16,17,15,50
COG0528,Uridylate kinase,0,4,25,8,37
COG0529,Adenylylsulfate kinase and related kinases,0,11,1,7,19
COG0530,Ca2+/Na+ antiporter,0,3,1,2,6
COG0531,Amino acid transporters,2,14,74,19,109
COG0532,Translation initiation factor 2 (IF-2; GTPase),1,6,12,11,30
COG0533,Metal-dependent proteases with possible chaperone activity,1,5,32,7,45
COG0534,Na+-driven multidrug efflux pump,0,9,11,8,28
COG0535,Predicted Fe-S oxidoreductases,0,10,0,10,20
COG0536,Predicted GTPase,0,3,28,7,38
COG0537,Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases,2,5,46,15,68
COG0538,Isocitrate dehydrogenases,4,2,0,5,11
COG0539,Ribosomal protein S1,9,6,33,14,62
COG0540,"Aspartate carbamoyltransferase, catalytic chain",0,1,13,7,21
COG0541,Signal recognition particle GTPase,2,3,26,13,44
COG0542,"ATPases with chaperone activity, ATP-binding subunit",7,26,81,35,149
COG0543,2-polyprenylphenol hydroxylase and related flavodoxin oxidoreductases,0,4,16,5,25
COG0544,FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor),0,2,17,8,27
COG0545,FKBP-type peptidyl-prolyl cis-trans isomerases 1,0,4,31,3,38
COG0546,Predicted phosphatases,0,3,16,3,22
COG0547,Anthranilate phosphoribosyltransferase,0,6,22,14,42
COG0548,Acetylglutamate kinase,0,9,9,5,23
COG0549,Carbamate kinase,0,2,0,0,2
COG0550,Topoisomerase IA,2,11,16,15,44
COG0551,Zn-finger domain associated with topoisomerase type I,0,1,0,1,2
COG0552,Signal recognition particle GTPase,0,4,18,8,30
COG0553,"Superfamily II DNA/RNA helicases, SNF2 family",0,5,45,3,53
COG0554,Glycerol kinase,2,3,24,7,36
COG0555,"ABC-type sulfate transport system, permease component",0,1,0,3,4
COG0556,Helicase subunit of the DNA excision repair complex,0,4,25,17,46
COG0557,Exoribonuclease R,3,3,14,6,26
COG0558,Phosphatidylglycerophosphate synthase,0,3,45,13,61
COG0559,"Branched-chain amino acid ABC-type transport system, permease components",0,7,17,3,27
COG0560,Phosphoserine phosphatase,0,4,27,2,33
COG0561,Predicted hydrolases of the HAD superfamily,0,8,41,5,54
COG0562,UDP-galactopyranose mutase,0,0,0,0,0
COG0563,Adenylate kinase and related kinases,0,3,13,5,21
COG0564,"Pseudouridylate synthases, 23S RNA-specific",0,8,42,14,64
COG0565,rRNA methylase,0,1,0,2,3
COG0566,rRNA methylases,0,2,79,9,90
COG0567,"2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, and related enzymes",2,10,28,25,65
COG0568,"DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)",4,11,14,12,41
COG0569,"K+ transport systems, NAD-binding component",0,2,57,4,63
COG0571,dsRNA-specific ribonuclease,0,2,17,6,25
COG0572,Uridine kinase,0,1,21,2,24
COG0573,"ABC-type phosphate transport system, permease component",0,11,17,7,35
COG0574,Phosphoenolpyruvate synthase/pyruvate phosphate dikinase,3,8,41,17,69
COG0575,CDP-diglyceride synthetase,0,0,16,2,18
COG0576,Molecular chaperone GrpE (heat shock protein),0,7,16,7,30
COG0577,"ABC-type antimicrobial peptide transport system, permease component",1,15,19,15,50
COG0578,Glycerol-3-phosphate dehydrogenase,0,8,24,3,35
COG0579,Predicted dehydrogenase,1,6,28,5,40
COG0580,Glycerol uptake facilitator and related permeases (Major Intrinsic Protein Family),4,1,36,8,49
COG0581,"ABC-type phosphate transport system, permease component",2,2,16,6,26
COG0582,Integrase,0,1,0,0,1
COG0583,Transcriptional regulator,1,113,320,28,462
COG0584,Glycerophosphoryl diester phosphodiesterase,0,4,44,4,52
COG0585,Uncharacterized conserved protein,0,2,0,3,5
COG0586,Uncharacterized membrane-associated protein,0,1,42,7,50
COG0587,"DNA polymerase III, alpha subunit",2,14,51,56,123
COG0588,Phosphoglycerate mutase 1,0,0,17,0,17
COG0589,Universal stress protein UspA and related nucleotide-binding proteins,1,11,43,18,73
COG0590,Cytosine/adenosine deaminases,0,0,30,2,32
COG0591,Na+/proline symporter,0,8,60,12,80
COG0592,DNA polymerase sliding clamp subunit (PCNA homolog),2,2,16,7,27
COG0593,ATPase involved in DNA replication initiation,1,4,15,10,30
COG0594,RNase P protein component,0,2,13,3,18
COG0595,Predicted hydrolase of the metallo-beta-lactamase superfamily,0,4,17,7,28
COG0596,Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily),2,27,181,52,262
COG0597,Lipoprotein signal peptidase,0,3,15,3,21
COG0598,Mg2+ and Co2+ transporters,6,5,5,18,34
COG0599,Uncharacterized homolog of gamma-carboxymuconolactone decarboxylase subunit,0,1,14,3,18
COG0600,"ABC-type nitrate/sulfonate/bicarbonate transport system, permease component",2,9,171,30,212
COG0601,"ABC-type dipeptide/oligopeptide/nickel transport systems, permease components",0,8,210,30,248
COG0602,Organic radical activating enzymes,1,3,0,7,11
COG0603,Predicted PP-loop superfamily ATPase,0,2,1,2,5
COG0604,NADPH:quinone reductase and related Zn-dependent oxidoreductases,4,27,77,61,169
COG0605,Superoxide dismutase,0,1,19,5,25
COG0606,Predicted ATPase with chaperone activity,0,5,26,7,38
COG0607,Rhodanese-related sulfurtransferase,3,10,12,10,35
COG0608,Single-stranded DNA-specific exonuclease,4,5,0,7,16
COG0609,"ABC-type Fe3+-siderophore transport system, permease component",0,3,55,5,63
COG0610,"Type I site-specific restriction-modification system, R (restriction) subunit and related helicases",0,2,0,0,2
COG0611,Thiamine monophosphate kinase,0,3,16,3,22
COG0612,Predicted Zn-dependent peptidases,4,15,20,43,82
COG0613,Predicted metal-dependent phosphoesterases (PHP family),0,3,17,4,24
COG0614,"ABC-type Fe3+-hydroxamate transport system, periplasmic component",1,1,52,2,56
COG0615,Cytidylyltransferase,0,0,14,4,18
COG0616,Periplasmic serine proteases (ClpP class),1,8,0,5,14
COG0617,tRNA nucleotidyltransferase/poly(A) polymerase,9,5,17,1,32
COG0618,Exopolyphosphatase-related proteins,0,1,0,5,6
COG0619,"ABC-type cobalt transport system, permease component CbiQ and related transporters",0,0,18,1,19
COG0620,Methionine synthase II (cobalamin-independent),2,1,19,12,34
COG0621,2-methylthioadenine synthetase,1,13,23,31,68
COG0622,Predicted phosphoesterase,1,1,0,5,7
COG0623,Enoyl-[acyl-carrier-protein] reductase (NADH),0,4,0,3,7
COG0624,Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases,1,22,62,26,111
COG0625,Glutathione S-transferase,3,14,0,5,22
COG0626,Cystathionine beta-lyases/cystathionine gamma-synthases,1,8,54,17,80
COG0627,Predicted esterase,0,1,0,3,4
COG0628,Predicted permease,0,5,43,18,66
COG0629,Single-stranded DNA-binding protein,1,11,35,6,53
COG0630,"Type IV secretory pathway, VirB11 components, and related ATPases involved in archaeal flagella biosynthesis",0,0,0,1,1
COG0631,Serine/threonine protein phosphatase,3,3,31,12,49
COG0632,"Holliday junction resolvasome, DNA-binding subunit",1,2,15,6,24
COG0633,Ferredoxin,0,3,28,1,32
COG0634,Hypoxanthine-guanine phosphoribosyltransferase,0,2,20,4,26
COG0635,Coproporphyrinogen III oxidase and related Fe-S oxidoreductases,0,11,17,5,33
COG0636,"F0F1-type ATP synthase, subunit c/Archaeal/vacuolar-type H+-ATPase, subunit K",0,0,0,0,0
COG0637,Predicted phosphatase/phosphohexomutase,2,4,45,5,56
COG0638,"20S proteasome, alpha and beta subunits",0,0,4,7,11
COG0639,Diadenosine tetraphosphatase and related serine/threonine protein phosphatases,0,0,0,0,0
COG0640,Predicted transcriptional regulators,0,2,95,4,101
COG0641,Arylsulfatase regulator (Fe-S oxidoreductase),0,1,0,1,2
COG0642,Signal transduction histidine kinase,13,74,78,55,220
COG0643,Chemotaxis protein histidine kinase and related kinases,0,7,0,3,10
COG0644,Dehydrogenases (flavoproteins),3,9,13,28,53
COG0645,Predicted kinase,0,2,0,1,3
COG0646,"Methionine synthase I (cobalamin-dependent), methyltransferase domain",0,4,0,10,14
COG0647,Predicted sugar phosphatases of the HAD superfamily,0,0,51,5,56
COG0648,Endonuclease IV,0,3,1,9,13
COG0649,NADH:ubiquinone oxidoreductase 49 kD subunit 7,2,8,1,17,28
COG0650,Formate hydrogenlyase subunit 4,0,0,0,2,2
COG0651,"Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit",0,0,15,1,16
COG0652,Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family,0,5,12,9,26
COG0653,"Preprotein translocase subunit SecA (ATPase, RNA helicase)",12,7,21,14,54
COG0654,2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases,1,8,171,21,201
COG0655,Multimeric flavodoxin WrbA,0,3,14,1,18
COG0656,"Aldo/keto reductases, related to diketogulonate reductase",1,12,60,8,81
COG0657,Esterase/lipase,0,4,59,17,80
COG0658,Predicted membrane metal-binding protein,0,0,5,0,5
COG0659,Sulfate permease and related transporters (MFS superfamily),1,11,28,13,53
COG0661,Predicted unusual protein kinase,0,9,12,8,29
COG0662,Mannose-6-phosphate isomerase,0,4,9,9,22
COG0663,"Carbonic anhydrases/acetyltransferases, isoleucine patch superfamily",3,2,15,4,24
COG0664,cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,1,12,16,21,50
COG0665,Glycine/D-amino acid oxidases (deaminating),3,31,95,11,140
COG0666,FOG: Ankyrin repeat,0,5,16,4,25
COG0667,Predicted oxidoreductases (related to aryl-alcohol dehydrogenases),4,10,65,65,144
COG0668,Small-conductance mechanosensitive channel,1,4,9,2,16
COG0669,Phosphopantetheine adenylyltransferase,0,0,14,2,16
COG0670,"Integral membrane protein, interacts with FtsH",0,4,0,0,4
COG0671,Membrane-associated phospholipid phosphatase,0,1,0,1,2
COG0672,High-affinity Fe2+/Pb2+ permease,0,2,15,3,20
COG0673,Predicted dehydrogenases and related proteins,2,15,46,53,116
COG0674,"Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, alpha subunit",0,3,2,17,22
COG0675,Transposase and inactivated derivatives,0,0,0,1,1
COG0676,Uncharacterized enzymes related to aldose 1-epimerase,0,3,0,0,3
COG0677,UDP-N-acetyl-D-mannosaminuronate dehydrogenase,0,1,70,12,83
COG0678,Peroxiredoxin,0,0,0,0,0
COG0679,Predicted permeases,1,3,55,1,60
COG0680,"Ni,Fe-hydrogenase maturation factor",0,0,0,0,0
COG0681,Signal peptidase I,1,1,19,2,23
COG0682,Prolipoprotein diacylglyceryltransferase,0,2,10,5,17
COG0683,"ABC-type branched-chain amino acid transport systems, periplasmic component",4,6,20,14,44
COG0684,Demethylmenaquinone methyltransferase,1,5,14,4,24
COG0685,"5,10-methylenetetrahydrofolate reductase",0,1,29,4,34
COG0686,Alanine dehydrogenase,0,2,17,7,26
COG0687,Spermidine/putrescine-binding periplasmic protein,0,24,30,7,61
COG0688,Phosphatidylserine decarboxylase,0,1,0,2,3
COG0689,RNase PH,0,2,19,5,26
COG0690,Preprotein translocase subunit SecE,0,1,11,1,13
COG0691,tmRNA-binding protein,0,2,8,1,11
COG0692,Uracil DNA glycosylase,0,2,16,1,19
COG0693,Putative intracellular protease/amidase,0,3,15,1,19
COG0694,Thioredoxin-like proteins and domains,0,0,0,1,1
COG0695,Glutaredoxin and related proteins,0,3,32,3,38
COG0696,Phosphoglyceromutase,2,3,0,6,11
COG0697,Permeases of the drug/metabolite transporter (DMT) superfamily,0,1,0,0,1
COG0698,Ribose 5-phosphate isomerase RpiB,0,2,13,9,24
COG0699,Predicted GTPases (dynamin-related),0,0,0,0,0
COG0700,Uncharacterized membrane protein,0,2,0,1,3
COG0701,Predicted permeases,0,0,0,1,1
COG0702,Predicted nucleoside-diphosphate-sugar epimerases,1,1,47,6,55
COG0703,Shikimate kinase,1,2,27,3,33
COG0704,Phosphate uptake regulator,2,2,17,7,28
COG0705,Uncharacterized membrane protein (homolog of Drosophila rhomboid),1,2,12,4,19
COG0706,Preprotein translocase subunit YidC,0,4,14,5,23
COG0707,UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase,1,4,20,10,35
COG0708,Exonuclease III,1,7,38,11,57
COG0709,Selenophosphate synthase,1,3,0,7,11
COG0710,3-dehydroquinate dehydratase,0,1,0,4,5
COG0711,"F0F1-type ATP synthase, subunit b",0,2,10,1,13
COG0712,"F0F1-type ATP synthase, delta subunit (mitochondrial oligomycin sensitivity protein)",0,2,12,6,20
COG0713,NADH:ubiquinone oxidoreductase subunit 11 or 4L (chain K),2,3,0,5,10
COG0714,MoxR-like ATPases,0,11,9,26,46
COG0715,"ABC-type nitrate/sulfonate/bicarbonate transport systems, periplasmic components",9,8,126,23,166
COG0716,Flavodoxins,0,1,0,0,1
COG0717,Deoxycytidine deaminase,0,2,14,6,22
COG0718,Uncharacterized protein conserved in bacteria,0,2,0,1,3
COG0719,"ABC-type transport system involved in Fe-S cluster assembly, permease component",9,2,25,15,51
COG0720,6-pyruvoyl-tetrahydropterin synthase,0,1,0,7,8
COG0721,Asp-tRNAAsn/Glu-tRNAGln amidotransferase C subunit,0,3,15,1,19
COG0722,3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase,0,7,0,2,9
COG0723,Rieske Fe-S protein,0,2,41,5,48
COG0724,RNA-binding proteins (RRM domain),4,1,0,8,13
COG0725,"ABC-type molybdate transport system, periplasmic component",0,3,14,2,19
COG0726,Predicted xylanase/chitin deacetylase,4,8,47,11,70
COG0727,Predicted Fe-S-cluster oxidoreductase,0,0,0,0,0
COG0728,"Uncharacterized membrane protein, putative virulence factor",1,8,16,3,28
COG0729,Outer membrane protein,0,1,0,0,1
COG0730,Predicted permeases,0,2,28,2,32
COG0731,Fe-S oxidoreductases,0,0,1,1,2
COG0732,Restriction endonuclease S subunits,0,0,0,0,0
COG0733,Na+-dependent transporters of the SNF family,0,2,17,0,19
COG0735,Fe2+/Zn2+ uptake regulation proteins,0,2,27,4,33
COG0736,Phosphopantetheinyl transferase (holo-ACP synthase),0,1,11,0,12
COG0737,"5'-nucleotidase/2',3'-cyclic phosphodiesterase and related esterases",0,3,15,7,25
COG0738,Fucose permease,0,0,20,4,24
COG0739,Membrane proteins related to metalloendopeptidases,5,10,69,7,91
COG0740,Protease subunit of ATP-dependent Clp proteases,4,8,27,7,46
COG0741,Soluble lytic murein transglycosylase and related regulatory proteins (some contain LysM/invasin domains),0,4,16,13,33
COG0742,N6-adenine-specific methylase,0,1,15,1,17
COG0743,1-deoxy-D-xylulose 5-phosphate reductoisomerase,0,3,21,13,37
COG0744,Membrane carboxypeptidase (penicillin-binding protein),5,8,16,13,42
COG0745,Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,2,55,142,50,249
COG0746,Molybdopterin-guanine dinucleotide biosynthesis protein A,0,0,12,2,14
COG0747,"ABC-type dipeptide transport system, periplasmic component",3,13,225,50,291
COG0748,Putative heme iron utilization protein,0,2,0,1,3
